source_file,scene_id,label
a-belfast-story--2013----full-transcript-txt.json,1,neutral
a-belfast-story--2013----full-transcript-txt.json,2,neutral
a-belfast-story--2013----full-transcript-txt.json,3,neutral
a-belfast-story--2013----full-transcript-txt.json,4,admiration
a-belfast-story--2013----full-transcript-txt.json,5,curiosity
a-belfast-story--2013----full-transcript-txt.json,6,curiosity
a-belfast-story--2013----full-transcript-txt.json,7,curiosity
a-belfast-story--2013----full-transcript-txt.json,8,curiosity
a-belfast-story--2013----full-transcript-txt.json,9,curiosity
a-belfast-story--2013----full-transcript-txt.json,10,curiosity
a-belfast-story--2013----full-transcript-txt.json,11,neutral
a-belfast-story--2013----full-transcript-txt.json,12,caring
a-belfast-story--2013----full-transcript-txt.json,13,surprise
a-belfast-story--2013----full-transcript-txt.json,14,desire
a-beautiful-mind--2001----full-transcript-txt.json,1,gratitude
a-beautiful-mind--2001----full-transcript-txt.json,2,admiration
a-beautiful-mind--2001----full-transcript-txt.json,3,admiration
a-beautiful-mind--2001----full-transcript-txt.json,4,admiration
a-beautiful-mind--2001----full-transcript-txt.json,5,neutral
a-beautiful-mind--2001----full-transcript-txt.json,6,admiration
a-beautiful-mind--2001----full-transcript-txt.json,7,gratitude
a-beautiful-mind--2001----full-transcript-txt.json,8,confusion
a-beautiful-mind--2001----full-transcript-txt.json,9,neutral
a-beautiful-mind--2001----full-transcript-txt.json,10,curiosity
a-beautiful-mind--2001----full-transcript-txt.json,11,admiration
a-beautiful-mind--2001----full-transcript-txt.json,12,curiosity
a-beautiful-mind--2001----full-transcript-txt.json,13,approval
a-beautiful-mind--2001----full-transcript-txt.json,14,curiosity
a-beautiful-mind--2001----full-transcript-txt.json,15,neutral
a-beautiful-mind--2001----full-transcript-txt.json,16,neutral
a-beautiful-mind--2001----full-transcript-txt.json,17,anger
a-beautiful-mind--2001----full-transcript-txt.json,18,neutral
a-beautiful-mind--2001----full-transcript-txt.json,19,curiosity
a-beautiful-mind--2001----full-transcript-txt.json,20,gratitude
a-beautiful-mind--2001----full-transcript-txt.json,21,curiosity
a-beautiful-mind--2001----full-transcript-txt.json,22,gratitude
about-time--2013----full-transcript-txt.json,1,admiration
about-time--2013----full-transcript-txt.json,2,curiosity
about-time--2013----full-transcript-txt.json,3,curiosity
about-time--2013----full-transcript-txt.json,4,love
about-time--2013----full-transcript-txt.json,5,admiration
about-time--2013----full-transcript-txt.json,6,gratitude
about-time--2013----full-transcript-txt.json,7,admiration
about-time--2013----full-transcript-txt.json,8,gratitude
about-time--2013----full-transcript-txt.json,9,curiosity
about-time--2013----full-transcript-txt.json,10,gratitude
about-time--2013----full-transcript-txt.json,11,admiration
about-time--2013----full-transcript-txt.json,12,curiosity
about-time--2013----full-transcript-txt.json,13,admiration
about-time--2013----full-transcript-txt.json,14,admiration
about-time--2013----full-transcript-txt.json,15,admiration
about-time--2013----full-transcript-txt.json,16,admiration
about-time--2013----full-transcript-txt.json,17,love
about-time--2013----full-transcript-txt.json,18,caring
about-time--2013----full-transcript-txt.json,19,admiration
about-time--2013----full-transcript-txt.json,20,curiosity
about-time--2013----full-transcript-txt.json,21,gratitude
about-time--2013----full-transcript-txt.json,22,curiosity
about-time--2013----full-transcript-txt.json,23,gratitude
about-time--2013----full-transcript-txt.json,24,gratitude
about-time--2013----full-transcript-txt.json,25,gratitude
a-clockwork-orange--1971----full-transcript-txt.json,1,anger
a-clockwork-orange--1971----full-transcript-txt.json,2,curiosity
a-clockwork-orange--1971----full-transcript-txt.json,3,curiosity
a-clockwork-orange--1971----full-transcript-txt.json,4,excitement
a-clockwork-orange--1971----full-transcript-txt.json,5,curiosity
a-clockwork-orange--1971----full-transcript-txt.json,6,remorse
a-clockwork-orange--1971----full-transcript-txt.json,7,anger
a-clockwork-orange--1971----full-transcript-txt.json,8,gratitude
a-clockwork-orange--1971----full-transcript-txt.json,9,neutral
a-clockwork-orange--1971----full-transcript-txt.json,10,anger
a-clockwork-orange--1971----full-transcript-txt.json,11,neutral
a-clockwork-orange--1971----full-transcript-txt.json,12,gratitude
a-clockwork-orange--1971----full-transcript-txt.json,13,curiosity
a-clockwork-orange--1971----full-transcript-txt.json,14,neutral
a-clockwork-orange--1971----full-transcript-txt.json,15,disapproval
a-clockwork-orange--1971----full-transcript-txt.json,16,neutral
a-clockwork-orange--1971----full-transcript-txt.json,17,gratitude
a-clockwork-orange--1971----full-transcript-txt.json,18,surprise
a-clockwork-orange--1971----full-transcript-txt.json,19,gratitude
a-clockwork-orange--1971----full-transcript-txt.json,20,fear
a-clockwork-orange--1971----full-transcript-txt.json,21,gratitude
a-clockwork-orange--1971----full-transcript-txt.json,22,gratitude
a-clockwork-orange--1971----full-transcript-txt.json,23,curiosity
a-clockwork-orange--1971----full-transcript-txt.json,24,admiration
a-clockwork-orange--1971----full-transcript-txt.json,25,caring
a-clockwork-orange--1971----full-transcript-txt.json,26,curiosity
antichrist--2009----full-transcript-txt.json,1,neutral
antichrist--2009----full-transcript-txt.json,11,neutral
antichrist--2009----full-transcript-txt.json,13,confusion
antichrist--2009----full-transcript-txt.json,14,caring
antichrist--2009----full-transcript-txt.json,16,sadness
antichrist--2009----full-transcript-txt.json,18,caring
antichrist--2009----full-transcript-txt.json,21,neutral
